Project,File Path,Line Count
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\CheckoutVm.cs,115
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\DeliveryInformationVm.cs,36
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\ShippingAddressVm.cs,50
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\TaxAndShippingPriceRequestVm.cs,19
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Models\Checkout.cs,58
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Models\CheckoutItem.cs,21
SimplCommerce,"DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs",4
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\obj\Debug\net8.0\SimplCommerce.Module.Checkouts.AssemblyInfo.cs,23
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\obj\Debug\net8.0\SimplCommerce.Module.Checkouts.RazorAssemblyInfo.cs,18
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Services\CheckoutService.cs,224
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Services\ICheckoutService.cs,16
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\ModuleInitializer.cs,28
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Components\CarouselWidgetViewComponent.cs,49
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Components\MenuViewComponent.cs,75
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Components\SpaceBarWidgetViewComponent.cs,49
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\CarouselWidgetApiController.cs,141
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\HtmlWidgetApiController.cs,84
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\MenuApiController.cs,207
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\PageApiController.cs,136
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\PageController.cs,44
