Project,Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
SimplCommerce,CommentVm,0,0,6,0,0,9,0,0,0,-1,1,1
SimplCommerce,CommentCustomModelBuilder,0,1,0,0,1,9,1,0,1,-1,2,0
SimplCommerce,CommentRepository,0,2,0,0,2,25,2,0,1,-1,6,1
SimplCommerce,ICommentRepository,0,1,0,0,0,4,1,1,2,-1,3,4
SimplCommerce,Comment,0,1,11,0,1,21,1,0,1,-1,3,3
SimplCommerce,CommentListItemDto,0,0,11,0,0,14,0,0,0,-1,1,2
SimplCommerce,CommentStatus,0,0,0,0,0,6,0,0,0,-1,0,4
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,4,0
SimplCommerce,BraintreeLandingViewComponent,5,2,0,0,2,42,3,0,0,0,9,0
SimplCommerce,BraintreeApiController,1,3,0,0,3,31,4,0,0,0,4,0
SimplCommerce,BraintreeController,7,3,0,0,3,115,8,0,0,0,10,0
SimplCommerce,BraintreeCheckoutForm,0,0,4,0,0,7,0,0,0,-1,0,1
SimplCommerce,BraintreeConfigForm,0,0,5,0,0,13,0,0,0,-1,0,3
SimplCommerce,PaymentBraintreeCustomModelBuilder,0,1,0,0,1,21,1,0,1,-1,3,0
SimplCommerce,PaymentProviderHelper,1,0,0,1,0,4,0,0,0,-1,0,5
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,4,0
SimplCommerce,BraintreeConfiguration,1,4,5,0,3,37,5,0,1,0,5,1
SimplCommerce,IBraintreeConfiguration,0,2,4,0,0,9,2,1,0,-1,0,4
SimplCommerce,MomoLandingViewComponent,1,2,0,0,2,17,2,0,0,0,5,0
SimplCommerce,MomoPaymentApiController,1,3,0,0,3,30,4,0,0,0,4,0
SimplCommerce,MomoPaymentController,8,8,0,0,5,173,16,0,0,0,16,0
SimplCommerce,PaymentMomoCustomModelBuilder,0,1,0,0,1,9,1,0,1,-1,2,0
SimplCommerce,PaymentProviderHelper,1,0,0,1,0,4,0,0,0,-1,0,3
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,MomoSecurityHelper,0,1,0,0,1,15,1,0,0,-1,0,5
SimplCommerce,MomoCheckoutForm,0,0,2,0,0,5,0,0,0,-1,0,1
SimplCommerce,MomoPaymentConfigForm,0,0,5,0,0,8,0,0,0,-1,0,3
SimplCommerce,PaymentSubmitRequest,1,1,11,0,1,51,1,0,0,0,1,1
SimplCommerce,PaymentSubmitResponse,0,1,8,0,1,25,1,0,0,-1,1,1
SimplCommerce,PaymentSubmitResult,0,1,15,0,1,39,1,0,0,-1,1,1
SimplCommerce,StatusRequest,1,1,6,0,1,37,1,0,0,0,1,1
SimplCommerce,StatusResponse,0,1,13,0,1,35,1,0,0,-1,1,1
SimplCommerce,NganLuongLandingViewComponent,1,2,0,0,2,14,2,0,0,0,4,0
SimplCommerce,NganLuongApiController,1,3,0,0,3,30,4,0,0,0,4,0
SimplCommerce,NganLuongController,8,9,0,0,5,200,17,0,0,0.219999999,17,0
SimplCommerce,PaymentNganLuongCustomerModelBuilder,0,1,0,0,1,9,1,0,1,-1,2,0
SimplCommerce,ErrorMessages,1,1,0,0,1,54,2,0,0,0,0,1
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,SecurityHelper,0,1,0,0,1,12,1,0,0,-1,0,2
SimplCommerce,PaymentProviderHelper,1,0,0,1,0,4,0,0,0,-1,0,3
SimplCommerce,NganLuongConfigForm,0,0,4,0,0,7,0,0,0,-1,0,3
SimplCommerce,PaymentStatusRequest,1,2,3,0,2,27,2,0,0,1,1,1
SimplCommerce,PaymentStatusResponse,0,0,2,0,0,7,0,0,0,-1,1,1
SimplCommerce,PaymentStatusResponseData,0,0,20,0,0,43,0,0,0,-1,0,1
SimplCommerce,PaymentSubmitRequest,0,1,14,0,1,49,1,0,0,-1,1,1
SimplCommerce,PaymentSubmitResponse,0,0,5,0,0,8,0,0,0,-1,0,1
SimplCommerce,PaymentSubmitReturn,0,0,4,0,0,11,0,0,0,-1,0,1
SimplCommerce,CashfreeLandingViewComponent,3,2,0,0,2,38,2,0,0,0,6,0
SimplCommerce,CashfreeApiController,1,3,0,0,3,30,4,0,0,0,4,0
SimplCommerce,CashfreeController,5,2,0,0,2,88,6,0,0,0,11,0
SimplCommerce,CashfreeCheckoutForm,0,0,10,0,0,13,0,0,0,-1,0,1
SimplCommerce,CashfreeConfigForm,0,0,6,0,0,9,0,0,0,-1,0,3
SimplCommerce,CashfreeResponse,0,0,8,0,0,11,0,0,0,-1,0,1
SimplCommerce,PaymentCashfreeCustomModelBuilder,0,1,0,0,1,9,1,0,1,-1,2,0
SimplCommerce,PaymentProviderHelper,1,1,0,1,1,15,1,0,0,0,0,3
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,CheckoutController,7,8,0,0,7,165,18,0,0,0.379999995,16,0
SimplCommerce,AddressFormVm,0,0,12,0,0,18,0,0,1,-1,1,1
SimplCommerce,CartItemToCheckoutVm,0,0,3,0,0,6,0,0,0,-1,0,3
SimplCommerce,CheckoutFormVm,0,0,1,0,0,4,0,0,0,-1,0,1
SimplCommerce,CheckoutItemVm,1,2,14,0,2,34,3,0,0,1,4,2
SimplCommerce,CheckoutItemWithTaxVm,3,0,0,3,0,6,0,0,0,-1,0,1
SimplCommerce,CheckoutTaxAndShippingPriceVm,0,0,4,0,0,7,0,0,0,-1,2,2
SimplCommerce,CheckoutVm,1,1,20,0,1,80,1,0,0,0,2,5
SimplCommerce,DeliveryInformationVm,0,1,9,0,1,17,1,0,0,-1,2,3
SimplCommerce,ShippingAddressVm,0,0,16,0,0,26,0,0,0,-1,0,8
SimplCommerce,TaxAndShippingPriceRequestVm,0,0,4,0,0,7,0,0,0,-1,1,4
SimplCommerce,Checkout,0,1,16,0,1,32,1,0,0,-1,3,7
SimplCommerce,CheckoutItem,0,0,6,0,0,9,0,0,1,-1,3,3
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,3,0
SimplCommerce,CheckoutService,10,5,0,0,5,184,14,0,1,0,18,1
SimplCommerce,ICheckoutService,0,4,0,0,0,7,4,1,0,-1,5,7
