Project,Design smell,Namespace,Class,File,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Areas.Cms.ViewModels,CarouselWidgetForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetForm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Areas.Cms.ViewModels,CarouselWidgetViewComponentItemVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetViewComponentItemVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Areas.Cms.ViewModels,CarouselWidgetViewComponentVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetViewComponentVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Areas.Cms.ViewModels,HtmlWidgetForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\HtmlWidgetForm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Areas.Cms.ViewModels,MenuForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\MenuForm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Areas.Cms.ViewModels,PageTranslationForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\PageTranslationForm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Areas.Cms.ViewModels,PageVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\PageVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Areas.Cms.ViewModels,SpaceBarWidgetComponentVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\SpaceBarWidgetComponentVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Areas.Cms.ViewModels,SpaceBarWidgetForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\SpaceBarWidgetForm.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Cms.Events,EntityDeletingHandler,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Events\EntityDeletingHandler.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Cms.Models,Page,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Models\Page.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.SampleData.Areas.SampleData.Components,SampleDataFormViewComponent,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.SampleData\Areas\SampleData\Components\SampleDataFormViewComponent.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.SampleData.Areas.SampleData.Controllers,SampleDataController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.SampleData\Areas\SampleData\Controllers\SampleDataController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.SampleData.Areas.SampleData.ViewModels,SampleDataOption,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.SampleData\Areas\SampleData\ViewModels\SampleDataOption.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Localization.Areas.Localization.Controllers,LocalizationApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Localization\Areas\Localization\Controllers\LocalizationApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Localization.Areas.Localization.Controllers,LocalizationApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Localization\Areas\Localization\Controllers\LocalizationApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Localization.Areas.Localization.Controllers,LocalizationController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Localization\Areas\Localization\Controllers\LocalizationController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Localization.Areas.Localization.ViewModel,ResourceItemVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Localization\Areas\Localization\ViewModel\ResourceItemVm.cs,
SimplCommerce,Duplicate Abstraction,SimplCommerce.Module.Localization,EfStringLocalizer,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Localization\EFStringLocalizer.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Localization.Extensions,CultureInfoExtensions,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Localization\Extensions\CultureInfoExtensions.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Localization.Extensions,LocalizationServiceCollectionExtensions,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Localization\Extensions\LocalizationServiceCollectionExtensions.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Localization.TagHelpers,LanguageDirectionTagHelperComponent,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Localization\TagHelpers\LanguageDirectionTagHelperComponent.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Search.Areas.Search.Components,SearchFormViewComponent,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\Components\SearchFormViewComponent.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Search.Areas.Search.Controllers,SearchApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\Controllers\SearchApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Search.Areas.Search.Controllers,SearchController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\Controllers\SearchController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Search.Areas.Search.Controllers,SearchController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\Controllers\SearchController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Search.Areas.Search.ViewModels,SearchForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\ViewModels\SearchForm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Search.Models,Query,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Models\Query.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Reviews.Areas.Reviews.Components,ReviewViewComponent,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Components\ReviewViewComponent.cs,
SimplCommerce,Duplicate Abstraction,SimplCommerce.Module.Reviews.Areas.Reviews.Components,ReviewViewComponent,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Components\ReviewViewComponent.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Reviews.Areas.Reviews.Controllers,ReplyApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReplyApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Reviews.Areas.Reviews.Controllers,ReplyApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReplyApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Reviews.Areas.Reviews.Controllers,ReplyController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReplyController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Reviews.Areas.Reviews.Controllers,ReviewApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReviewApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Reviews.Areas.Reviews.Controllers,ReviewApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReviewApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Reviews.Areas.Reviews.Controllers,ReviewController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReviewController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Reviews.Areas.Reviews.ViewModels,Reply,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\ViewModels\Reply.cs,
SimplCommerce,Duplicate Abstraction,SimplCommerce.Module.Reviews.Areas.Reviews.ViewModels,Reply,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\ViewModels\Reply.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Reviews.Areas.Reviews.ViewModels,ReplyForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\ViewModels\ReplyForm.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.ActivityLog.Areas.ActivityLog.Controllers,MostViewedEntityController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ActivityLog\Areas\ActivityLog\Controllers\MostViewedEntityController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ActivityLog.Models,MostViewEntityDto,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ActivityLog\Models\MostViewEntityDto.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Vendors.Areas.Vendors.Controllers,VendorApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Vendors\Areas\Vendors\Controllers\VendorApiController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Vendors.Areas.Vendors.ViewModels,VendorManager,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Vendors\Areas\Vendors\ViewModels\VendorManager.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.News.Areas.News.Controllers,NewsCategoryApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.News\Areas\News\Controllers\NewsCategoryApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.News.Areas.News.Controllers,NewsCategoryController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.News\Areas\News\Controllers\NewsCategoryController.cs,
SimplCommerce,Duplicate Abstraction,SimplCommerce.Module.News.Areas.News.Controllers,NewsCategoryController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.News\Areas\News\Controllers\NewsCategoryController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.News.Areas.News.Controllers,NewsItemApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.News\Areas\News\Controllers\NewsItemApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.News.Areas.News.Controllers,NewsItemController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.News\Areas\News\Controllers\NewsItemController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.News.Areas.News.ViewModels,NewsItemThumbnail,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.News\Areas\News\ViewModels\NewsItemThumbnail.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.News.Models,NewsItemCategory,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.News\Models\NewsItemCategory.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.ProductComparison.Areas.ProductComparison.Controllers,ComparingProductController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\Controllers\ComparingProductController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.ProductComparison.Areas.ProductComparison.Controllers,ComparingProductController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\Controllers\ComparingProductController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductComparison.Areas.ProductComparison.ViewModels,AddToComparisonModel,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\AddToComparisonModel.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductComparison.Areas.ProductComparison.ViewModels,AddToComparisonResult,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\AddToComparisonResult.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductComparison.Areas.ProductComparison.ViewModels,AttributeValueVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\AttributeValueVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductComparison.Areas.ProductComparison.ViewModels,AttributeVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\AttributeVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductComparison.Areas.ProductComparison.ViewModels,ComparingProductVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\ComparingProductVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductComparison.Areas.ProductComparison.ViewModels,ProductComparisonVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\ProductComparisonVm.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.ProductComparison.Events,UserSignedInHandler,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Events\UserSignedInHandler.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductComparison.Models,ComparingProduct,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Models\ComparingProduct.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Contacts.Areas.Contacts.Controllers,ContactApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Contacts.Areas.Contacts.Controllers,ContactApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Contacts.Areas.Contacts.Controllers,ContactAreaApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactAreaApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Contacts.Areas.Contacts.Controllers,ContactAreaApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactAreaApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Contacts.Areas.Contacts.Controllers,ContactAreaApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactAreaApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Contacts.Areas.Contacts.Controllers,ContactAreaApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactAreaApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Contacts.Areas.Contacts.Controllers,ContactAreaTranslationApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactAreaTranslationApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Contacts.Areas.Contacts.Controllers,ContactController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Contacts.Areas.Contacts.ViewModels,CompanyInformation,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\CompanyInformation.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Contacts.Areas.Contacts.ViewModels,ContactAreaForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\ContactAreaForm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Contacts.Areas.Contacts.ViewModels,ContactAreaTranslationForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\ContactAreaTranslationForm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Contacts.Areas.Contacts.ViewModels,ContactAreaVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\ContactAreaVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Contacts.Models,ContactArea,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Models\ContactArea.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.ProductRecentlyViewed.Areas.ProductRecentlyViewed.Components,ProductRecentlyViewedViewComponent,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\Components\ProductRecentlyViewedViewComponent.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.ProductRecentlyViewed.Areas.ProductRecentlyViewed.Components,RecentlyViewedWidgetViewComponent,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\Components\RecentlyViewedWidgetViewComponent.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.ProductRecentlyViewed.Areas.ProductRecentlyViewed.Controllers,RecentlyViewedWidgetApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\Controllers\RecentlyViewedWidgetController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductRecentlyViewed.Areas.ProductRecentlyViewed.ViewModels,RecentlyViewedWidgetForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\ViewModels\RecentlyViewedWidgetForm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductRecentlyViewed.Areas.ProductRecentlyViewed.ViewModels,RecentlyViewedWidgetViewComponentVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\ViewModels\RecentlyViewedWidgetViewComponentVm.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.ProductRecentlyViewed.Data,ProductRecentlyViewedCustomModelBuilder,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Data\ProductRecentlyViewedCustomModelBuilder.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ProductRecentlyViewed.Models,RecentlyViewedProduct,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Models\RecentlyViewedProduct.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.ProductRecentlyViewed,ModuleInitializer,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\ModuleInitializer.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.EmailSenderSmtp.Data,EmailSenderSmptCustomModelBuilder,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.EmailSenderSmtp\Data\EmailSenderSmptCustomModelBuilder.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.EmailSenderSmtp,EmailConfig,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.EmailSenderSmtp\EmailConfig.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.EmailSenderSmtp,EmailSender,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.EmailSenderSmtp\EmailSender.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.EmailSenderSmtp,ModuleInitializer,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.EmailSenderSmtp\ModuleInitializer.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.EmailSenderSendgrid,ModuleInitializer,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.EmailSenderSendgrid\ModuleInitializer.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Pricing.Areas.Pricing.Controllers,CartRuleApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Areas\Pricing\Controllers\CartRuleApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Pricing.Areas.Pricing.Controllers,CartRuleApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Areas\Pricing\Controllers\CartRuleApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Pricing.Areas.Pricing.Controllers,CartRuleApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Areas\Pricing\Controllers\CartRuleApiController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Pricing.Areas.Pricing.ViewModels,CartRuleProductVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Areas\Pricing\ViewModels\CartRuleProductVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Pricing.Models,CartRuleCategory,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Models\CartRuleCategory.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Pricing.Models,CartRuleCustomerGroup,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Models\CartRuleCustomerGroup.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Pricing.Models,CartRuleProduct,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Models\CartRuleProduct.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Pricing.Models,CatalogRuleCustomerGroup,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Models\CatalogRuleCustomerGroup.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Pricing.Services,CartInfoForCoupon,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Services\CartInfoForCoupon.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Pricing.Services,CartItemForCoupon,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Services\CartItemForCoupon.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Pricing.Services,DiscountableProduct,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Services\DiscountableProduct.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Pricing.Services,DiscountedProduct,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Services\DiscountedProduct.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Tax.Areas.Tax.Controllers,TaxClassApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxClassApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Tax.Areas.Tax.Controllers,TaxClassApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxClassApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Tax.Areas.Tax.Controllers,TaxClassApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxClassApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Tax.Areas.Tax.Controllers,TaxClassApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxClassApiController.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Tax.Areas.Tax.Controllers,TaxRateApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxRateApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Tax.Areas.Tax.Controllers,TaxRateApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxRateApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Tax.Areas.Tax.Controllers,TaxRateApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxRateApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Tax.Areas.Tax.Controllers,TaxRateApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxRateApiController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Tax.Areas.Tax.ViewModels,TaxClassForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\ViewModels\TaxClassForm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Tax.Areas.Tax.ViewModels,TaxRateImport,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\ViewModels\TaxRateImport.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Tax.Areas.Tax.ViewModels,TaxRateImportForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\ViewModels\TaxRateImportForm.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Shipping.Areas.Shipping.Controllers,ShippingProviderApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipping\Areas\Shipping\Controllers\ShippingProviderApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Shipping.Areas.Shipping.Controllers,ShippingProviderApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipping\Areas\Shipping\Controllers\ShippingProviderApiController.cs,
SimplCommerce,Feature Envy,SimplCommerce.Module.Shipping.Areas.Shipping.Controllers,ShippingProviderApiController,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipping\Areas\Shipping\Controllers\ShippingProviderApiController.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.Shipping.Areas.Shipping.ViewModels,ShippingAddressVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipping\Areas\Shipping\ViewModels\ShippingAddressVm.cs,
SimplCommerce,Unutilized Abstraction,SimplCommerce.Module.Shipping.Areas.Shipping.ViewModels,ShippingAddressVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipping\Areas\Shipping\ViewModels\ShippingAddressVm.cs,
SimplCommerce,Unnecessary Abstraction,SimplCommerce.Module.ShippingFree.Models,FreeShippingSetting,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingFree\Models\FreeShippingSetting.cs,
