Project,Method,LOC,CC,PC
greenshot,UpdateRecentColorsButtonRow,8,2,0
greenshot,PreviewColor,16,3,2
greenshot,AddToRecentColors,9,2,1
greenshot,TextBoxHexadecimalTextChanged,27,3,2
greenshot,TextBoxRgbTextChanged,10,2,2
greenshot,TextBoxGotFocus,3,1,2
greenshot,TextBoxKeyDown,6,2,2
greenshot,ColorButtonClick,4,1,2
greenshot,SetButtonTooltip,3,1,2
greenshot,BtnTransparentClick,3,1,2
greenshot,BtnApplyClick,5,1,2
greenshot,GetColorPartIntFromString,12,3,1
greenshot,PipetteUsed,3,1,2
greenshot,Dispose,8,3,1
greenshot,InitializeComponent,214,1,0
greenshot,ColorPickerToolStripButton,4,1,0
greenshot,OnPaint,21,2,1
greenshot,ToolStripButton1Click,5,1,2
greenshot,ColorPickerEventArgs,3,1,1
greenshot,DropShadowSettingsForm,5,1,1
greenshot,ShowSettings,6,1,0
greenshot,ButtonOK_Click,6,1,2
greenshot,Dispose,6,2,1
greenshot,InitializeComponent,176,1,0
greenshot,DpiChangedHandler,10,1,2
greenshot,ImageEditorForm,5,1,0
greenshot,ImageEditorForm,3,1,2
greenshot,Initialize,51,3,2
greenshot,RemoveSurface,9,2,0
greenshot,SetSurface,38,5,1
greenshot,UpdateUi,25,2,0
greenshot,PropertiesToolStrip_Paint,17,4,2
greenshot,AddDestinations,30,1,0
greenshot,AddDestinationButton,55,2,1
greenshot,ClearItems,10,3,1
greenshot,FileMenuDropDownOpening,24,5,2
greenshot,SurfaceMessageReceived,24,3,2
greenshot,ForegroundColorChanged,3,1,2
greenshot,BackgroundColorChanged,3,1,2
greenshot,LineThicknessChanged,3,1,2
greenshot,ShadowChanged,3,1,2
greenshot,SurfaceSizeChanged,8,2,2
greenshot,SetImagePath,14,3,1
greenshot,Surface_DrawingModeChanged,41,12,2
greenshot,GetImageForExport,3,1,0
greenshot,BtnSaveClick,8,2,2
greenshot,BtnClipboardClick,3,1,2
greenshot,BtnPrintClick,4,1,2
greenshot,CloseToolStripMenuItemClick,3,1,2
greenshot,BtnEllipseClick,4,1,2
greenshot,BtnCursorClick,4,1,2
greenshot,BtnRectClick,4,1,2
greenshot,BtnTextClick,4,1,2
greenshot,BtnSpeechBubbleClick,4,1,2
greenshot,BtnStepLabelClick,4,1,2
greenshot,BtnLineClick,4,1,2
greenshot,BtnArrowClick,4,1,2
greenshot,BtnCropClick,6,2,2
greenshot,BtnHighlightClick,4,1,2
greenshot,BtnObfuscateClick,4,1,2
greenshot,BtnFreehandClick,4,1,2
greenshot,SetButtonChecked,4,1,1
greenshot,UncheckAllToolButtons,9,3,0
greenshot,AddRectangleToolStripMenuItemClick,3,1,2
greenshot,DrawFreehandToolStripMenuItemClick,3,1,2
greenshot,AddEllipseToolStripMenuItemClick,3,1,2
greenshot,AddTextBoxToolStripMenuItemClick,3,1,2
greenshot,AddSpeechBubbleToolStripMenuItemClick,3,1,2
greenshot,AddCounterToolStripMenuItemClick,3,1,2
greenshot,DrawLineToolStripMenuItemClick,3,1,2
greenshot,DrawArrowToolStripMenuItemClick,3,1,2
greenshot,RemoveObjectToolStripMenuItemClick,3,1,2
greenshot,BtnDeleteClick,3,1,2
greenshot,CutToolStripMenuItemClick,4,1,2
greenshot,BtnCutClick,3,1,2
greenshot,CopyToolStripMenuItemClick,4,1,2
greenshot,BtnCopyClick,3,1,2
greenshot,PasteToolStripMenuItemClick,4,1,2
greenshot,BtnPasteClick,3,1,2
greenshot,UndoToolStripMenuItemClick,4,1,2
greenshot,BtnUndoClick,3,1,2
greenshot,RedoToolStripMenuItemClick,4,1,2
greenshot,BtnRedoClick,3,1,2
greenshot,DuplicateToolStripMenuItemClick,4,1,2
greenshot,UpOneLevelToolStripMenuItemClick,3,1,2
greenshot,DownOneLevelToolStripMenuItemClick,3,1,2
greenshot,UpToTopToolStripMenuItemClick,3,1,2
greenshot,DownToBottomToolStripMenuItemClick,3,1,2
greenshot,HelpToolStripMenuItem1Click,3,1,2
greenshot,AboutToolStripMenuItemClick,4,1,2
greenshot,PreferencesToolStripMenuItemClick,4,1,2
greenshot,BtnSettingsClick,3,1,2
greenshot,BtnHelpClick,3,1,2
greenshot,ImageEditorFormActivated,4,1,2
greenshot,ImageEditorFormFormClosing,41,7,2
greenshot,ImageEditorFormKeyDown,113,29,2
greenshot,PanelMouseWheel,18,5,2
greenshot,ProcessKeyPreview,8,2,1
greenshot,ProcessCmdKey,30,7,2
greenshot,UpdateUndoRedoSurfaceDependencies,34,6,0
greenshot,UpdateClipboardSurfaceDependencies,22,2,0
greenshot,UpdateStatusLabel,4,1,2
greenshot,StatusLabelClicked,4,1,2
greenshot,CopyPathMenuItemClick,3,1,2
greenshot,OpenDirectoryMenuItemClick,3,1,2
greenshot,BindFieldControls,31,1,0
greenshot,RefreshFieldControls,34,2,0
greenshot,HideToolstripItems,6,2,0
greenshot,RefreshEditorControls,57,6,0
greenshot,ArrowHeadsToolStripMenuItemClick,3,1,2
greenshot,EditToolStripMenuItemClick,4,1,2
greenshot,FontPropertyChanged,50,12,2
greenshot,FieldAggregatorFieldChanged,8,2,2
greenshot,FontBoldButtonClick,3,1,2
greenshot,FontItalicButtonClick,3,1,2
greenshot,ToolBarFocusableElementGotFocus,3,1,2
greenshot,ToolBarFocusableElementLostFocus,3,1,2
greenshot,SaveElementsToolStripMenuItemClick,13,2,2
greenshot,LoadElementsToolStripMenuItemClick,14,2,2
greenshot,DestinationToolStripMenuItemClick,26,5,2
greenshot,FilterPresetDropDownItemClicked,4,1,2
greenshot,CropStyleDropDownItemClicked,6,1,2
greenshot,InitCropMode,21,3,1
greenshot,SelectAllToolStripMenuItemClick,3,1,2
greenshot,BtnConfirmClick,4,1,2
greenshot,BtnCancelClick,4,1,2
greenshot,Insert_window_toolstripmenuitemMouseEnter,5,1,2
greenshot,Contextmenu_window_Click,31,3,2
greenshot,AddBorderToolStripMenuItemClick,4,1,2
greenshot,EnlargeCanvasToolStripMenuItemClick,4,1,2
greenshot,ShrinkCanvasToolStripMenuItemClick,12,2,2
greenshot,AddDropshadowToolStripMenuItemMouseUp,21,4,2
greenshot,BtnResizeClick,9,2,2
greenshot,TornEdgesToolStripMenuItemMouseUp,21,4,2
greenshot,GrayscaleToolStripMenuItemClick,4,1,2
greenshot,ClearToolStripMenuItemClick,4,1,2
greenshot,RotateCwToolstripButtonClick,4,1,2
greenshot,RotateCcwToolstripButtonClick,4,1,2
greenshot,InvertToolStripMenuItemClick,4,1,2
greenshot,ImageEditorFormResize,3,1,2
greenshot,AlignCanvasPositionAfterResize,32,5,0
greenshot,GetOptimalWindowSize,16,1,0
greenshot,GetChromeSize,0,1,0
greenshot,GetAvailableScreenSpace,13,2,0
greenshot,ZoomInMenuItemClick,6,1,2
greenshot,ZoomOutMenuItemClick,6,1,2
greenshot,ZoomSetValueMenuItemClick,5,1,2
greenshot,ZoomBestFitMenuItemClick,15,1,2
greenshot,ZoomSetValue,58,9,1
greenshot,Dispose,8,3,1
greenshot,InitializeComponent,1829,1,0
greenshot,MovableShowColorForm,3,1,0
greenshot,MoveTo,37,7,1
greenshot,GetPixelColor,13,1,1
greenshot,Dispose,7,2,1
greenshot,InitializeComponent,137,1,0
greenshot,ResizeSettingsForm,19,1,1
greenshot,ButtonOK_Click,10,2,2
greenshot,Validate,13,3,1
greenshot,DisplayWidth,12,2,0
greenshot,DisplayHeight,12,2,0
greenshot,Textbox_KeyUp,62,10,2
greenshot,Textbox_Validating,3,1,2
greenshot,Combobox_SelectedIndexChanged,10,3,2
greenshot,Dispose,6,2,1
greenshot,InitializeComponent,120,1,0
greenshot,TornEdgeSettingsForm,5,1,1
greenshot,ShowSettings,14,1,0
greenshot,ButtonOK_Click,14,1,2
greenshot,ShadowCheckbox_CheckedChanged,6,1,2
greenshot,all_CheckedChanged,6,1,2
greenshot,AnySideCheckedChanged,5,1,2
greenshot,AnySideChangeChecked,8,2,2
greenshot,TornEdgeSettingsForm_Load,2,1,2
greenshot,Dispose,6,2,1
greenshot,InitializeComponent,364,1,0
greenshot,BindToType,21,3,2
greenshot,IsVisible,3,1,1
greenshot,Mix,23,4,1
greenshot,Distance2D,10,1,4
greenshot,Angle2D,3,1,4
greenshot,Process,0,1,1
greenshot,GetScaleOptions,0,1,0
greenshot,LineAngleRoundBehavior,2,1,0
greenshot,Process,3,1,1
greenshot,GetScaledSize,6,1,3
greenshot,GetAlignedRectangle,16,1,3
greenshot,Scale,25,3,4
greenshot,Scale,12,1,3
greenshot,AdjustCoordsForRationalScale,27,4,3
greenshot,GetNewSizeForRationalScale,20,3,2
greenshot,Scale,25,4,5
greenshot,GetScaleOptions,8,3,0
greenshot,ShapeAngleRoundBehavior,2,1,0
greenshot,Process,3,1,1
greenshot,Enable,3,1,1
greenshot,Disable,3,1,1
greenshot,Enable,3,1,1
greenshot,Endisable,7,3,3
greenshot,Endisable,12,4,3
greenshot,Endisable,10,3,3
greenshot,AddElementMemento,4,1,2
greenshot,Dispose,4,1,0
greenshot,Dispose,5,1,1
greenshot,Merge,3,1,1
greenshot,Restore,11,1,0
greenshot,AddElementsMemento,4,1,2
greenshot,Dispose,3,1,0
greenshot,Dispose,8,2,1
greenshot,Merge,3,1,1
greenshot,Restore,7,1,0
greenshot,ChangeFieldHolderMemento,5,1,2
greenshot,Dispose,3,1,0
greenshot,Dispose,7,2,1
greenshot,Merge,5,3,1
greenshot,Restore,9,1,0
greenshot,DeleteElementMemento,4,1,2
greenshot,Dispose,4,1,0
greenshot,Dispose,8,3,1
greenshot,Merge,3,1,1
greenshot,Restore,14,2,0
greenshot,DeleteElementsMemento,4,1,2
greenshot,Dispose,3,1,0
greenshot,Dispose,8,2,1
greenshot,Merge,3,1,1
greenshot,Restore,7,1,0
greenshot,StoreBounds,7,2,0
greenshot,DrawableContainerBoundsChangeMemento,4,1,1
greenshot,DrawableContainerBoundsChangeMemento,8,1,1
greenshot,Dispose,3,1,0
greenshot,Dispose,7,2,1
greenshot,Merge,9,3,1
greenshot,Restore,17,2,0
greenshot,SurfaceBackgroundChangeMemento,10,2,2
greenshot,Dispose,3,1,0
greenshot,Dispose,14,4,1
greenshot,Merge,3,1,1
greenshot,Restore,6,1,0
greenshot,TextChangeMemento,4,1,1
greenshot,Dispose,3,1,0
greenshot,Dispose,6,2,1
greenshot,Merge,4,2,1
greenshot,Restore,9,1,0
