Project,File Path,Line Count
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLDocument5.cs,38
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLElement.cs,113
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLElement2.cs,42
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLElementCollection.cs,35
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLFrameBase.cs,108
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLFramesCollection2.cs,38
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLRect.cs,39
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLScreen.cs,34
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLScreen2.cs,39
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLSelectionObject.cs,51
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLStyle.cs,1103
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLTxtRange.cs,143
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLWindow2.cs,52
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLWindow3.cs,35
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IHTMLWindow4.cs,38
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IEInterop\IWebBrowser2.cs,152
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IniFile\IniAttributes.cs,71
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IniFile\IniConfig.cs,574
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IniFile\IniReader.cs,104
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IniFile\IniSection.cs,235
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\IniFile\IniValue.cs,621
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\CaptureMode.cs,43
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\DrawingModes.cs,40
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\ICapture.cs,86
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\ICaptureDetails.cs,81
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\ICaptureHelper.cs,48
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\IDestination.cs,131
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\IFileFormatHandler.cs,88
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\IGreenshotMainForm.cs,46
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\INotificationService.cs,58
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\IProcessor.cs,59
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\IProvideDeviceDpi.cs,34
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\IServiceLocator.cs,58
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\ISurface.cs,268
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\ScreenCaptureMode.cs,30
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Interfaces\SurfaceBackgroundColorEventArgs.cs,31
